tweet_id,is_reply,timestamp,source,rating_numerator,rating_denominator,name,dogs_number,retweets,favorites,p1,p1_conf,p1_dog,stage
880221127280381952,0,2017-06-29 00:27:25,iPhone,12.0,10,Jesse,1,4436,27640,Chihuahua,0.959514,True,
880095782870896641,0,2017-06-28 16:09:20,iPhone,11.0,10,,1,4533,28150,Pembroke,0.741563,True,
879862464715927552,0,2017-06-28 00:42:13,iPhone,13.0,10,Romeo,1,3642,22667,West_Highland_white_terrier,0.747713,True,
879674319642796034,1,2017-06-27 12:14:36,iPhone,14.0,10,,1,10,315,toy_poodle,0.535411,True,
879492040517615616,0,2017-06-27 00:10:17,iPhone,12.0,10,Bailey,1,3323,23822,golden_retriever,0.471351,True,
879415818425184262,0,2017-06-26 19:07:24,iPhone,13.0,10,Duddles,1,45849,107956,miniature_pinscher,0.140173,True,
879376492567855104,0,2017-06-26 16:31:08,iPhone,12.0,10,Jack,1,3261,17099,giant_schnauzer,0.8412649999999999,True,
879050749262655488,0,2017-06-25 18:56:45,iPhone,11.0,10,Steven,1,4941,23022,toy_poodle,0.266437,True,
879008229531029506,0,2017-06-25 16:07:47,iPhone,13.0,10,Beau,1,2812,19317,soft-coated_wheaten_terrier,0.318981,True,
878776093423087618,0,2017-06-25 00:45:22,iPhone,13.0,10,Snoopy,1,4319,19763,vizsla,0.25924899999999995,True,puppo
878604707211726852,0,2017-06-24 13:24:20,iPhone,13.0,10,Martha,1,7582,30931,golden_retriever,0.949892,True,
878281511006478336,0,2017-06-23 16:00:04,iPhone,13.0,10,Shadow,1,1349,7913,vacuum,0.33583,False,
878057613040115712,0,2017-06-23 01:10:23,iPhone,14.0,10,Emmy,1,7181,42876,Rottweiler,0.28364,True,
877736472329191424,0,2017-06-22 03:54:17,iPhone,13.0,10,Aja,1,17300,71144,Siberian_husky,0.694904,True,
877556246731214848,0,2017-06-21 15:58:08,iPhone,12.0,10,Penny,1,3994,23258,golden_retriever,0.462556,True,
877316821321428993,0,2017-06-21 00:06:44,iPhone,13.0,10,Dante,1,5414,27907,teddy,0.709545,False,
877201837425926144,0,2017-06-20 16:29:50,iPhone,12.0,10,Nelly,1,5880,27755,papillon,0.557009,True,
876838120628539392,0,2017-06-19 16:24:33,iPhone,12.0,10,Ginger,1,3506,21125,Saint_Bernard,0.381377,True,pupper
876537666061221889,0,2017-06-18 20:30:39,iPhone,14.0,10,,1,4800,23869,Rottweiler,0.999091,True,
876484053909872640,0,2017-06-18 16:57:37,iPhone,13.0,10,Benedict,1,2511,19163,porcupine,0.989154,False,
876120275196170240,0,2017-06-17 16:52:05,iPhone,13.0,10,Venti,1,4903,28490,goose,0.980815,False,
875747767867523072,0,2017-06-16 16:11:53,iPhone,13.0,10,Goose,1,4497,25773,Labrador_retriever,0.8256700000000001,True,
875144289856114688,0,2017-06-15 00:13:52,iPhone,13.0,10,Nugget,1,5081,22185,Tibetan_terrier,0.676376,True,
875097192612077568,0,2017-06-14 21:06:43,iPhone,13.0,10,,1,6342,27997,toy_poodle,0.304175,True,
875021211251597312,0,2017-06-14 16:04:48,iPhone,12.0,10,,1,4922,26022,borzoi,0.852088,True,
874680097055178752,0,2017-06-13 17:29:20,iPhone,12.0,10,Cash,1,4875,28439,Chihuahua,0.143957,True,
874296783580663808,0,2017-06-12 16:06:11,iPhone,13.0,10,Jed,1,4308,26651,Labrador_retriever,0.996709,True,pupper
874057562936811520,0,2017-06-12 00:15:36,iPhone,12.0,10,,1,4125,23134,beagle,0.636169,True,
874012996292530176,0,2017-06-11 21:18:31,iPhone,13.0,10,Sebastian,1,11007,35501,Italian_greyhound,0.125176,True,puppo
873580283840344065,0,2017-06-10 16:39:04,iPhone,13.0,10,,1,4143,24837,hare,0.447893,False,
873213775632977920,0,2017-06-09 16:22:42,iPhone,12.0,10,Sierra,1,1667,7467,golden_retriever,0.633037,True,pupper
872967104147763200,0,2017-06-09 00:02:31,iPhone,12.0,10,,1,5669,28031,Pembroke,0.435254,True,doggo
872820683541237760,0,2017-06-08 14:20:41,iPhone,13.0,10,,1,3884,15029,Yorkshire_terrier,0.618957,True,
872620804844003328,0,2017-06-08 01:06:27,iPhone,13.0,10,Monkey,1,3911,21309,Pomeranian,0.412893,True,
872486979161796608,0,2017-06-07 16:14:40,iPhone,12.0,10,,1,9429,41606,toy_poodle,0.787424,True,
872261713294495745,0,2017-06-07 01:19:32,iPhone,13.0,10,Harry,1,6649,35085,electric_fan,0.984377,False,
872122724285648897,0,2017-06-06 16:07:15,iPhone,12.0,10,Kody,1,8549,35324,web_site,0.998258,False,
871879754684805121,0,2017-06-06 00:01:46,iPhone,13.0,10,Lassie,1,11918,39090,web_site,0.999335,False,
871762521631449091,0,2017-06-05 16:15:56,iPhone,12.0,10,Rover,1,3678,20787,ibex,0.6190979999999999,False,pupper
871515927908634625,0,2017-06-04 23:56:03,iPhone,12.0,10,Napolean,1,3628,20730,kuvasz,0.360159,True,doggo
871102520638267392,0,2017-06-03 20:33:19,iPhone,14.0,10,,1,5764,21461,fire_engine,0.8834930000000001,False,doggo
871032628920680449,0,2017-06-03 15:55:36,iPhone,13.0,10,Boomer,1,3999,23255,West_Highland_white_terrier,0.360465,True,
870804317367881728,0,2017-06-03 00:48:22,iPhone,11.0,10,,1,6393,33791,lorikeet,0.466149,False,
870726314365509632,1,2017-06-02 19:38:25,iPhone,10.0,10,,1,3,121,dalmatian,0.5350729999999999,True,
870656317836468226,0,2017-06-02 15:00:16,iPhone,13.0,10,Cody,1,2817,12819,flat-coated_retriever,0.508392,True,
870374049280663552,0,2017-06-01 20:18:38,iPhone,13.0,10,Zoey,1,27680,85011,toyshop,0.253089,False,
870308999962521604,0,2017-06-01 16:00:09,iPhone,13.0,10,Rumble,1,4384,22453,miniature_pinscher,0.2142,True,
870063196459192321,0,2017-05-31 23:43:25,iPhone,14.0,10,Clifford,1,8840,37771,malamute,0.967275,True,
869772420881756160,0,2017-05-31 04:27:59,iPhone,13.0,10,Dewey,1,10663,43710,jigsaw_puzzle,1.0,False,
869702957897576449,0,2017-05-30 23:51:58,iPhone,13.0,10,Stanley,1,6728,29116,common_iguana,0.999647,False,
869596645499047938,0,2017-05-30 16:49:31,iPhone,12.0,10,Scout,1,3327,16476,seat_belt,0.200373,False,doggo
869227993411051520,0,2017-05-29 16:24:37,iPhone,13.0,10,Gizmo,1,4023,21112,malamute,0.0885297,True,
868880397819494401,0,2017-05-28 17:23:24,iPhone,14.0,10,Walter,1,12518,55098,Pomeranian,0.8004319999999999,True,
868622495443632128,0,2017-05-28 00:18:35,iPhone,13.0,10,,1,6275,28295,Norwegian_elkhound,0.298881,True,
868552278524837888,0,2017-05-27 19:39:34,iPhone,12.0,10,Cooper,1,2240,10539,frilled_lizard,0.257695,False,
867900495410671616,0,2017-05-26 00:29:37,iPhone,12.0,10,,1,4439,24964,leatherback_turtle,0.452517,False,
867774946302451713,0,2017-05-25 16:10:44,iPhone,13.0,10,Harold,1,7788,35179,Labrador_retriever,0.209051,True,
867421006826221569,0,2017-05-24 16:44:18,iPhone,12.0,10,Shikha,1,2697,16755,hamster,0.172078,False,puppo
867051520902168576,0,2017-05-23 16:16:06,iPhone,13.0,10,,1,8425,33420,Pembroke,0.548896,True,
866720684873056260,0,2017-05-22 18:21:28,iPhone,13.0,10,,1,5168,20888,Angora,0.918834,False,
866686824827068416,0,2017-05-22 16:06:55,iPhone,12.0,10,Lili,1,3727,20070,Arctic_fox,0.473584,False,
866450705531457537,0,2017-05-22 00:28:40,iPhone,13.0,10,Jamesy,1,32883,106827,Chihuahua,0.664834,True,pupper
866334964761202691,0,2017-05-21 16:48:45,iPhone,12.0,10,Coco,1,15546,54720,Blenheim_spaniel,0.958402,True,
865718153858494464,0,2017-05-19 23:57:46,iPhone,13.0,10,Boomer,1,6008,26640,Labrador_retriever,0.65518,True,
865359393868664832,0,2017-05-19 00:12:11,iPhone,13.0,10,Sammy,1,5384,27530,chow,0.395101,True,
865006731092295680,0,2017-05-18 00:50:50,iPhone,13.0,10,Nelly,1,8209,29063,trombone,0.390339,False,
864873206498414592,0,2017-05-17 16:00:15,iPhone,14.0,10,,1,9361,33651,chow,0.8093199999999999,True,
864279568663928832,0,2017-05-16 00:41:21,iPhone,12.0,10,Meatball,1,3266,15195,Chihuahua,0.7345470000000001,True,
864197398364647424,0,2017-05-15 19:14:50,iPhone,13.0,10,Paisley,1,9616,31459,canoe,0.407683,False,
863907417377173506,0,2017-05-15 00:02:33,iPhone,13.0,10,Albus,1,4441,21477,Pembroke,0.48483,True,
863553081350529029,0,2017-05-14 00:34:33,iPhone,13.0,10,Neptune,1,4489,15935,soft-coated_wheaten_terrier,0.406374,True,
863432100342583297,0,2017-05-13 16:33:49,iPhone,12.0,10,Belle,1,5664,24829,golden_retriever,0.215944,True,
863427515083354112,1,2017-05-13 16:15:35,iPhone,12.0,10,,1,105,2363,web_site,0.995535,False,
863079547188785154,1,2017-05-12 17:12:53,iPhone,14.0,10,Pablo,1,1195,9094,king_penguin,0.606747,False,
863062471531167744,0,2017-05-12 16:05:02,iPhone,13.0,10,Quinn,1,2687,8945,shopping_basket,0.398361,False,
862831371563274240,0,2017-05-12 00:46:44,iPhone,13.0,10,Zooey,1,5457,20011,Arctic_fox,0.119243,False,
862722525377298433,0,2017-05-11 17:34:13,iPhone,11.0,10,Dave,1,3809,17779,standard_poodle,0.587372,True,
862457590147678208,0,2017-05-11 00:01:27,iPhone,13.0,10,Jersey,1,5388,21492,Staffordshire_bullterrier,0.412879,True,
862096992088072192,0,2017-05-10 00:08:34,iPhone,13.0,10,,1,21840,66437,basenji,0.0553794,True,
861383897657036800,0,2017-05-08 00:54:59,iPhone,13.0,10,Hobbes,1,11528,37744,Labrador_retriever,0.195835,True,
861288531465048066,0,2017-05-07 18:36:02,iPhone,13.0,10,BOOMER,1,4479,18032,Lakeland_terrier,0.372988,True,
861005113778896900,0,2017-05-06 23:49:50,iPhone,12.0,10,Burt,1,4119,17538,American_Staffordshire_terrier,0.267695,True,
860563773140209665,0,2017-05-05 18:36:06,iPhone,13.0,10,Lorenzo,1,2334,7878,bearskin,0.42787,False,
860524505164394496,0,2017-05-05 16:00:04,iPhone,13.0,10,Carl,1,5698,24678,Shih-Tzu,0.985649,True,
860276583193509888,0,2017-05-04 23:34:55,iPhone,12.0,10,Jordy,1,3745,19154,bustard,0.380772,False,
860184849394610176,0,2017-05-04 17:30:24,iPhone,14.0,10,,1,6295,17474,crash_helmet,0.757942,False,
859924526012018688,0,2017-05-04 00:15:58,iPhone,12.0,10,Milky,1,4349,20021,Chihuahua,0.708163,True,
859851578198683649,0,2017-05-03 19:26:06,iPhone,13.0,10,Trooper,1,3780,16105,ox,0.0715361,False,
859607811541651456,0,2017-05-03 03:17:27,iPhone,13.0,10,Zoe,1,1704,19476,French_bulldog,0.965403,True,puppo
859196978902773760,0,2017-05-02 00:04:57,iPhone,12.0,10,,1,25661,75193,miniature_schnauzer,0.904549,True,
859074603037188101,0,2017-05-01 15:58:40,iPhone,13.0,10,,1,14740,35553,Pekinese,0.589011,True,
858843525470990336,0,2017-05-01 00:40:27,iPhone,13.0,10,,1,3771,16304,komondor,0.999956,True,doggo
858471635011153920,0,2017-04-30 00:02:42,iPhone,13.0,10,Sophie,1,5271,22640,vacuum,0.432594,False,
858107933456039936,0,2017-04-28 23:57:28,iPhone,12.0,10,Wyatt,1,3154,16524,common_iguana,0.483972,False,
857989990357356544,0,2017-04-28 16:08:49,iPhone,12.0,10,Rosie,1,2812,16952,ski_mask,0.302854,False,
857746408056729600,0,2017-04-28 00:00:54,iPhone,13.0,10,Thor,1,11524,36021,beagle,0.31911,True,
857393404942143489,0,2017-04-27 00:38:11,iPhone,13.0,10,,1,1785,6236,Chesapeake_Bay_retriever,0.285508,True,
857263160327368704,0,2017-04-26 16:00:39,iPhone,13.0,10,Oscar,1,4934,21041,redbone,0.461172,True,
857214891891077121,1,2017-04-26 12:48:51,iPhone,12.0,10,,1,20,242,malinois,0.640185,True,
857029823797047296,0,2017-04-26 00:33:27,iPhone,12.0,10,Zeke,1,4364,19910,golden_retriever,0.903529,True,
856543823941562368,0,2017-04-24 16:22:16,iPhone,12.0,10,Callie,1,3131,17135,teddy,0.413379,False,
856526610513747968,1,2017-04-24 15:13:52,iPhone,14.0,10,CHARLIE,1,2068,12446,kelpie,0.421979,True,
856288084350160898,1,2017-04-23 23:26:03,iPhone,14.0,10,,1,17,545,Brittany_spaniel,0.828425,True,
856282028240666624,0,2017-04-23 23:01:59,iPhone,14.0,10,Cermet,1,6841,29086,standard_poodle,0.237638,True,
855862651834028034,1,2017-04-22 19:15:32,iPhone,420.0,10,,1,27,320,cocker_spaniel,0.367492,True,
855860136149123072,1,2017-04-22 19:05:32,iPhone,666.0,10,,1,1058,4407,shower_curtain,0.226309,False,
855857698524602368,0,2017-04-22 18:55:51,iPhone,13.0,10,,1,2313,12498,basset,0.605437,True,
855851453814013952,0,2017-04-22 18:31:02,iPhone,13.0,10,,1,19196,47844,golden_retriever,0.608537,True,puppo
855818117272018944,0,2017-04-22 16:18:34,iPhone,13.0,10,,1,5943,28056,jellyfish,0.447246,False,
855459453768019968,0,2017-04-21 16:33:22,iPhone,12.0,10,,1,8987,31657,doormat,0.976103,False,
854732716440526848,0,2017-04-19 16:25:34,iPhone,12.0,10,Marlee,1,6690,24188,Arabian_camel,0.999614,False,
854482394044301312,0,2017-04-18 23:50:52,iPhone,13.0,10,Arya,1,7608,31131,pug,0.917326,True,
854365224396361728,0,2017-04-18 16:05:17,iPhone,13.0,10,Einstein,1,5159,20046,lynx,0.287506,False,
854120357044912130,0,2017-04-17 23:52:16,iPhone,14.0,10,,1,8285,33911,hog,0.11378900000000003,False,pupper
854010172552949760,0,2017-04-17 16:34:26,iPhone,11.0,10,,1,3433,17169,Pembroke,0.82294,True,floofer
853760880890318849,0,2017-04-17 00:03:50,iPhone,12.0,10,Alice,1,6403,30414,Chihuahua,0.127178,True,
853639147608842240,0,2017-04-16 16:00:07,iPhone,13.0,10,,1,11265,37198,comic_book,0.275927,False,
853299958564483072,0,2017-04-15 17:32:18,iPhone,13.0,10,Rumpole,1,3928,16508,Chihuahua,0.803528,True,
852912242202992640,0,2017-04-14 15:51:39,iPhone,12.0,10,Benny,1,2037,9658,pug,0.910452,True,
852672615818899456,0,2017-04-13 23:59:28,iPhone,12.0,10,Aspen,1,2388,15939,minivan,0.435396,False,
852553447878664193,0,2017-04-13 16:05:56,iPhone,13.0,10,Jarod,1,3885,17492,golden_retriever,0.992758,True,
852311364735569921,0,2017-04-13 00:03:59,iPhone,13.0,10,Wiggles,1,10961,35325,seashore,0.201659,False,
852226086759018497,0,2017-04-12 18:25:07,Web,14.0,10,General,1,7570,21378,golden_retriever,0.919584,True,
852189679701164033,0,2017-04-12 16:00:27,iPhone,12.0,10,Sailor,1,1741,12217,Siberian_husky,0.424202,True,
851591660324737024,0,2017-04-11 00:24:08,iPhone,11.0,10,,1,3819,17300,cuirass,0.756829,False,
851464819735769094,0,2017-04-10 16:00:07,iPhone,14.0,10,Iggy,1,7855,25944,teddy,0.379656,False,
851224888060895234,0,2017-04-10 00:06:42,iPhone,13.0,10,Snoop,1,6350,22090,Chihuahua,0.97399,True,
850753642995093505,0,2017-04-08 16:54:09,iPhone,11.0,10,Kyle,1,10352,33348,Labrador_retriever,0.367818,True,
850380195714523136,0,2017-04-07 16:10:12,iPhone,13.0,10,Leo,1,2915,13994,golden_retriever,0.539004,True,
850333567704068097,1,2017-04-07 13:04:55,iPhone,13.0,10,,1,367,3647,basset,0.749394,True,
850145622816686080,0,2017-04-07 00:38:06,iPhone,11.0,10,Riley,1,4244,17519,Brabancon_griffon,0.483268,True,
850019790995546112,0,2017-04-06 16:18:05,iPhone,12.0,10,Boomer,1,5459,21944,Airedale,0.168762,True,pupper
849776966551130114,0,2017-04-06 00:13:11,iPhone,12.0,10,,1,8404,32390,cocker_spaniel,0.359843,True,
849412302885593088,0,2017-04-05 00:04:08,iPhone,12.0,10,Noosh,1,3487,17039,toy_poodle,0.623685,True,
849336543269576704,0,2017-04-04 19:03:06,iPhone,11.0,10,,1,2101,12240,Chihuahua,0.980511,True,
849051919805034497,0,2017-04-04 00:12:06,iPhone,13.0,10,Kevin,1,7396,32617,minivan,0.8734879999999999,False,
848690551926992896,0,2017-04-03 00:16:10,iPhone,12.0,10,,1,4826,27104,West_Highland_white_terrier,0.946828,True,
848324959059550208,0,2017-04-02 00:03:26,iPhone,12.0,10,Odin,1,4037,20229,candle,0.174315,False,
848213670039564288,1,2017-04-01 16:41:12,iPhone,11.0,10,,1,832,8834,Eskimo_dog,0.595665,True,
848212111729840128,0,2017-04-01 16:35:01,iPhone,6.0,10,Jerry,1,3444,17618,Maltese_dog,0.659619,True,
847962785489326080,0,2017-04-01 00:04:17,iPhone,10.0,10,Georgie,1,5730,25296,seat_belt,0.874502,False,
847842811428974592,0,2017-03-31 16:07:33,iPhone,12.0,10,Rontu,1,1522,5935,weasel,0.262802,False,
847617282490613760,1,2017-03-31 01:11:22,iPhone,13.0,10,,1,468,7558,dalmatian,0.141257,True,
847606175596138505,0,2017-03-31 00:27:14,iPhone,12.0,10,Cannon,1,3774,20208,Christmas_stocking,0.188397,False,
847251039262605312,0,2017-03-30 00:56:03,iPhone,12.0,10,Furzey,1,4800,22036,Pomeranian,0.998275,True,
847157206088847362,0,2017-03-29 18:43:12,iPhone,11.0,10,Daisy,1,6572,21588,washbasin,0.245794,False,
847116187444137987,0,2017-03-29 16:00:12,iPhone,11.0,10,,1,3583,23108,Pembroke,0.8584940000000001,True,
846874817362120707,0,2017-03-29 00:01:05,iPhone,13.0,10,Tuck,1,4404,21685,car_mirror,0.343063,False,
846514051647705089,0,2017-03-28 00:07:32,iPhone,13.0,10,Barney,1,13076,48410,Pomeranian,0.984231,True,doggo
846505985330044928,0,2017-03-27 23:35:28,iPhone,11.0,10,,1,3492,15304,vizsla,0.743216,True,
846153765933735936,0,2017-03-27 00:15:53,iPhone,13.0,10,Vixen,1,10226,34394,miniature_pinscher,0.734744,True,
846139713627017216,0,2017-03-26 23:20:02,iPhone,13.0,10,,1,10972,33188,teddy,0.953071,False,
846042936437604353,0,2017-03-26 16:55:29,iPhone,12.0,10,Jarvis,1,3224,17256,piggy_bank,0.17632,False,
845812042753855489,0,2017-03-26 01:38:00,iPhone,13.0,10,,1,9894,31737,beagle,0.375313,True,
845677943972139009,0,2017-03-25 16:45:08,iPhone,12.0,10,,1,5365,27154,pot,0.273767,False,
845397057150107648,0,2017-03-24 22:08:59,iPhone,13.0,10,Mimosa,1,2072,8241,web_site,0.901552,False,doggo
845306882940190720,0,2017-03-24 16:10:40,iPhone,12.0,10,Pickles,1,6039,25225,Blenheim_spaniel,0.998335,True,pupper
844979544864018432,1,2017-03-23 18:29:57,iPhone,13.0,10,,1,2909,14738,snail,0.563631,False,
844973813909606400,0,2017-03-23 18:07:10,iPhone,12.0,10,Brady,1,3617,16361,Italian_greyhound,0.329339,True,
844704788403113984,0,2017-03-23 00:18:10,iPhone,13.0,10,Luna,1,11633,42022,boathouse,0.313829,False,
844580511645339650,0,2017-03-22 16:04:20,iPhone,11.0,10,Charlie,1,3533,17871,malamute,0.6018859999999999,True,
844223788422217728,0,2017-03-21 16:26:50,iPhone,12.0,10,Margo,1,2450,14753,mud_turtle,0.157477,False,
843981021012017153,0,2017-03-21 00:22:10,iPhone,13.0,10,,1,3285,16327,German_short-haired_pointer,0.273492,True,
843856843873095681,0,2017-03-20 16:08:44,iPhone,12.0,10,Sadie,1,5220,23211,toy_poodle,0.383346,True,
843604394117681152,0,2017-03-19 23:25:35,iPhone,11.0,10,Hank,1,3081,18310,Chihuahua,0.368876,True,
843235543001513987,0,2017-03-18 22:59:54,iPhone,13.0,10,Tycho,1,6852,23315,Shetland_sheepdog,0.380278,True,
842846295480000512,0,2017-03-17 21:13:10,iPhone,13.0,10,Charlie,1,4023,16440,Irish_terrier,0.254856,True,
842765311967449089,0,2017-03-17 15:51:22,iPhone,12.0,10,Indie,1,1439,7321,cairn,0.245033,True,
842535590457499648,0,2017-03-17 00:38:32,iPhone,13.0,10,Winnie,1,3937,19637,platypus,0.974075,False,
842163532590374912,0,2017-03-16 00:00:07,iPhone,12.0,10,George,1,6568,26569,English_springer,0.974936,True,
842115215311396866,0,2017-03-15 20:48:07,iPhone,12.0,10,Bentley,1,3386,15204,whippet,0.178027,True,
841680585030541313,0,2017-03-14 16:01:03,iPhone,12.0,10,Penny,1,8748,27854,pug,0.8022229999999999,True,
